,State,Crop,Season,District ,Area ,Production,Yield,Profit,Rainfall
284,andhra pradesh,castor seed,kharif     ,nizamabad,191.5714286,76.35714286,0.397857143,nan,nan
285,andhra pradesh,castor seed,kharif     ,prakasam,9003.086957,3567.391304,0.422173913,nan,nan
286,andhra pradesh,castor seed,kharif     ,rangareddi,9454.6875,3331.375,0.37875,nan,nan
287,andhra pradesh,castor seed,kharif     ,spsr nellore,55.36363636,22.0,0.379090909,nan,nan
288,andhra pradesh,castor seed,kharif     ,srikakulam,1.0,1.0,1.0,nan,nan
289,andhra pradesh,castor seed,kharif     ,visakhapatanam,3.857142857,1.571428571,0.488571429,nan,nan
290,andhra pradesh,castor seed,kharif     ,vizianagaram,3.733333333,1.857142857,0.6,nan,nan
291,andhra pradesh,castor seed,kharif     ,warangal,3618.75,1868.4375,0.515,nan,nan
292,andhra pradesh,castor seed,kharif     ,west godavari,97.33333333,29.66666667,0.363333333,nan,nan
293,andhra pradesh,castor seed,rabi       ,anantapur,86.28571429,51.85714286,0.545714286,nan,nan
294,andhra pradesh,castor seed,rabi       ,guntur,120.2857143,150.5714286,1.134285714,nan,nan
295,andhra pradesh,castor seed,rabi       ,kadapa,29.0,17.57142857,0.661428571,nan,nan
296,andhra pradesh,castor seed,rabi       ,krishna,20.0,16.0,0.4,nan,nan
297,andhra pradesh,castor seed,rabi       ,kurnool,168.5714286,95.71428571,0.578571429,nan,nan
298,andhra pradesh,castor seed,rabi       ,prakasam,890.0,436.1428571,0.484285714,nan,nan
299,andhra pradesh,castor seed,rabi       ,spsr nellore,10.0,6.0,0.54,nan,nan
300,andhra pradesh,coconut ,whole year ,anantapur,706.0526316,5470659.684,8651.115263,nan,nan
301,andhra pradesh,coconut ,whole year ,chittoor,3607.736842,29507055.21,8621.895789,nan,nan
302,andhra pradesh,coconut ,whole year ,east godavari,49672.26316,662589740.2,13340.83263,nan,nan
303,andhra pradesh,coconut ,whole year ,guntur,205.4736842,2413575.526,12268.10842,nan,nan
304,andhra pradesh,coconut ,whole year ,kadapa,119.1578947,1003853.421,8525.198421,nan,nan
305,andhra pradesh,coconut ,whole year ,khammam,907.9090909,9931953.909,11028.08091,nan,nan
306,andhra pradesh,coconut ,whole year ,krishna,1809.263158,24635050.05,13553.01053,nan,nan
307,andhra pradesh,coconut ,whole year ,kurnool,50.625,320929.0,6338.973125,nan,nan
308,andhra pradesh,coconut ,whole year ,mahbubnagar,9.272727273,103020.2727,11424.15545,nan,nan
309,andhra pradesh,coconut ,whole year ,medak,3.0,31773.0,11043.52833,nan,nan
310,andhra pradesh,coconut ,whole year ,nalgonda,21.22222222,231259.8889,11402.16444,nan,nan
311,andhra pradesh,coconut ,whole year ,nizamabad,5.4,58192.4,11718.2,nan,nan
312,andhra pradesh,coconut ,whole year ,prakasam,91.36842105,1113467.105,14626.09421,nan,nan
313,andhra pradesh,coconut ,whole year ,rangareddi,9.727272727,107828.7273,11390.85727,nan,nan
314,andhra pradesh,coconut ,whole year ,spsr nellore,564.1052632,7196435.895,12951.20211,nan,nan
315,andhra pradesh,coconut ,whole year ,srikakulam,14228.68421,152807092.4,10718.16053,nan,nan
316,andhra pradesh,coconut ,whole year ,visakhapatanam,7140.684211,80498839.26,11298.54789,nan,nan
317,andhra pradesh,coconut ,whole year ,vizianagaram,2861.631579,34887719.11,12265.21684,nan,nan
318,andhra pradesh,coconut ,whole year ,west godavari,21853.15789,318597578.1,14575.31368,nan,nan
319,andhra pradesh,coriander,kharif     ,anantapur,50.0,24.0,0.3775,nan,nan
320,andhra pradesh,coriander,kharif     ,chittoor,10.33333333,6.0,0.53,nan,nan
321,andhra pradesh,coriander,kharif     ,kurnool,798.5,516.5,0.65,nan,nan
322,andhra pradesh,coriander,kharif     ,west godavari,6.0,2.0,0.33,nan,nan
323,andhra pradesh,coriander,rabi       ,anantapur,2841.625,1350.0,0.4375,nan,nan
324,andhra pradesh,coriander,rabi       ,chittoor,59.5,29.625,0.50125,nan,nan
325,andhra pradesh,coriander,rabi       ,east godavari,46.8,22.4,0.454,nan,nan
326,andhra pradesh,coriander,rabi       ,guntur,3.5,2.0,0.75,nan,nan
327,andhra pradesh,coriander,rabi       ,kadapa,4447.0,2530.625,0.47125,nan,nan
328,andhra pradesh,coriander,rabi       ,kurnool,3311.25,1314.625,0.47375,nan,nan
329,andhra pradesh,coriander,rabi       ,prakasam,530.0,382.375,0.88,nan,nan
330,andhra pradesh,coriander,rabi       ,spsr nellore,113.0,46.8,0.408,nan,nan
331,andhra pradesh,coriander,rabi       ,visakhapatanam,5.0,2.75,0.55,nan,nan
332,andhra pradesh,coriander,rabi       ,west godavari,4.0,2.0,0.5,nan,nan
333,andhra pradesh,coriander,whole year ,adilabad,1237.363636,558.9090909,0.541818182,nan,nan
334,andhra pradesh,coriander,whole year ,anantapur,4182.0,1278.818182,0.308181818,nan,nan
335,andhra pradesh,coriander,whole year ,chittoor,101.8181818,40.81818182,0.401818182,nan,nan
336,andhra pradesh,coriander,whole year ,east godavari,39.625,28.125,0.72125,nan,nan
337,andhra pradesh,coriander,whole year ,guntur,67.42857143,49.71428571,0.74,nan,nan
338,andhra pradesh,coriander,whole year ,kadapa,11335.90909,4159.0,0.382727273,nan,nan
339,andhra pradesh,coriander,whole year ,karimnagar,39.90909091,17.36363636,0.498181818,nan,nan
340,andhra pradesh,coriander,whole year ,khammam,5.0,2.75,0.5325,nan,nan
341,andhra pradesh,coriander,whole year ,krishna,17.83333333,11.33333333,0.653333333,nan,nan
342,andhra pradesh,coriander,whole year ,kurnool,11154.09091,4535.090909,0.455454545,nan,nan
343,andhra pradesh,coriander,whole year ,mahbubnagar,457.4,205.7,0.531,nan,nan
344,andhra pradesh,coriander,whole year ,medak,2335.272727,1028.909091,0.466363636,nan,nan
345,andhra pradesh,coriander,whole year ,nalgonda,1281.454545,611.2727273,0.489090909,nan,nan
346,andhra pradesh,coriander,whole year ,nizamabad,381.8181818,172.0,0.486363636,nan,nan
347,andhra pradesh,coriander,whole year ,prakasam,2347.545455,1743.0,0.754545455,nan,nan
348,andhra pradesh,coriander,whole year ,rangareddi,252.4545455,120.7272727,0.496363636,nan,nan
349,andhra pradesh,coriander,whole year ,spsr nellore,61.16666667,44.16666667,0.688333333,nan,nan
350,andhra pradesh,coriander,whole year ,srikakulam,11.0,11.0,1.0,nan,nan
351,andhra pradesh,coriander,whole year ,visakhapatanam,30.0,29.0,0.97,nan,nan
352,andhra pradesh,coriander,whole year ,warangal,407.6363636,176.7272727,0.452727273,nan,nan
353,andhra pradesh,coriander,whole year ,west godavari,54.0,38.0,0.7,nan,nan
354,andhra pradesh,cotton(lint),kharif     ,adilabad,216663.3125,365770.75,1.59875,nan,nan
355,andhra pradesh,cotton(lint),kharif     ,anantapur,21031.69565,28452.08696,1.124347826,nan,nan
356,andhra pradesh,cotton(lint),kharif     ,chittoor,239.4375,355.625,1.400625,nan,nan
357,andhra pradesh,cotton(lint),kharif     ,east godavari,11728.34783,23449.78261,2.009130435,nan,nan
358,andhra pradesh,cotton(lint),kharif     ,guntur,161649.5652,517945.9565,3.159565217,nan,nan
359,andhra pradesh,cotton(lint),kharif     ,kadapa,20513.78261,26301.73913,1.25,nan,nan
360,andhra pradesh,cotton(lint),kharif     ,karimnagar,127167.625,261228.3125,2.046875,nan,nan
361,andhra pradesh,cotton(lint),kharif     ,khammam,110892.6875,243558.0625,2.1425,nan,nan
362,andhra pradesh,cotton(lint),kharif     ,krishna,43503.26087,124120.7391,2.783913043,nan,nan
363,andhra pradesh,cotton(lint),kharif     ,kurnool,123340.7391,215581.7391,1.549130435,nan,nan
364,andhra pradesh,cotton(lint),kharif     ,mahbubnagar,86288.75,128283.9375,1.3825,nan,nan
365,andhra pradesh,cotton(lint),kharif     ,medak,36405.6875,79157.125,1.99625,nan,nan
366,andhra pradesh,cotton(lint),kharif     ,nalgonda,121846.4375,185145.4375,1.45875,nan,nan
367,andhra pradesh,cotton(lint),kharif     ,nizamabad,13959.9375,22980.0,1.550625,nan,nan
368,andhra pradesh,cotton(lint),kharif     ,prakasam,43155.08696,95594.47826,2.121304348,nan,nan
369,andhra pradesh,cotton(lint),kharif     ,rangareddi,23824.9375,39510.5625,1.641875,nan,nan
370,andhra pradesh,cotton(lint),kharif     ,spsr nellore,5994.043478,14516.21739,2.402173913,nan,nan
371,andhra pradesh,cotton(lint),kharif     ,srikakulam,4171.956522,12225.52174,2.676956522,nan,nan
372,andhra pradesh,cotton(lint),kharif     ,visakhapatanam,1518.5,3697.136364,2.293636364,nan,nan
373,andhra pradesh,cotton(lint),kharif     ,vizianagaram,12888.86957,21193.34783,1.627391304,nan,nan
374,andhra pradesh,cotton(lint),kharif     ,warangal,169826.375,389165.9375,2.2475,nan,nan
375,andhra pradesh,cotton(lint),kharif     ,west godavari,4831.130435,12484.08696,2.527826087,nan,nan
376,andhra pradesh,cotton(lint),rabi       ,anantapur,293.2857143,460.7142857,1.698571429,nan,nan
377,andhra pradesh,cotton(lint),rabi       ,chittoor,292.4285714,601.0,2.158571429,nan,nan
378,andhra pradesh,cotton(lint),rabi       ,guntur,27.2,116.8,4.656,nan,nan
379,andhra pradesh,cotton(lint),rabi       ,kadapa,932.5714286,1817.571429,1.78,nan,nan
380,andhra pradesh,cotton(lint),rabi       ,kurnool,62.66666667,205.0,2.683333333,nan,nan
381,andhra pradesh,cotton(lint),rabi       ,prakasam,821.8571429,2496.571429,2.864285714,nan,nan
382,andhra pradesh,cotton(lint),rabi       ,spsr nellore,2161.571429,5559.142857,2.51,nan,nan
383,andhra pradesh,cotton(lint),rabi       ,vizianagaram,2.0,4.0,2.0,nan,nan
384,andhra pradesh,cowpea(lobia),kharif     ,adilabad,143.0,34.0,0.24,nan,nan
385,andhra pradesh,cowpea(lobia),kharif     ,anantapur,2627.666667,944.125,0.38,nan,nan
386,andhra pradesh,cowpea(lobia),kharif     ,chittoor,1314.444444,687.4444444,0.504444444,nan,nan
387,andhra pradesh,cowpea(lobia),kharif     ,east godavari,6.142857143,2.857142857,0.498571429,nan,nan
388,andhra pradesh,cowpea(lobia),kharif     ,guntur,46.66666667,21.66666667,0.343333333,nan,nan
389,andhra pradesh,cowpea(lobia),kharif     ,kadapa,811.4444444,461.8888889,0.514444444,nan,nan
390,andhra pradesh,cowpea(lobia),kharif     ,karimnagar,766.0,126.0,0.12,nan,nan
391,andhra pradesh,cowpea(lobia),kharif     ,krishna,4.0,2.0,0.5,nan,nan
392,andhra pradesh,cowpea(lobia),kharif     ,kurnool,2.5,1.0,0.625,nan,nan
393,andhra pradesh,cowpea(lobia),kharif     ,mahbubnagar,200.0,18.0,0.09,nan,nan
394,andhra pradesh,cowpea(lobia),kharif     ,medak,852.0,167.0,0.12,nan,nan
395,andhra pradesh,cowpea(lobia),kharif     ,nizamabad,2.0,nan,0.0,nan,nan
396,andhra pradesh,cowpea(lobia),kharif     ,prakasam,876.25,753.0,0.60625,nan,nan
397,andhra pradesh,cowpea(lobia),kharif     ,rangareddi,117.0,28.0,0.24,nan,nan
398,andhra pradesh,cowpea(lobia),kharif     ,spsr nellore,8.0,1.5,0.29,nan,nan
399,andhra pradesh,cowpea(lobia),kharif     ,visakhapatanam,286.375,107.875,0.3825,nan,nan
400,andhra pradesh,cowpea(lobia),kharif     ,warangal,134.0,32.0,0.24,nan,nan
401,andhra pradesh,cowpea(lobia),kharif     ,west godavari,12.5,7.0,0.50375,nan,nan
402,andhra pradesh,cowpea(lobia),rabi       ,adilabad,22.0,18.0,0.82,nan,nan
403,andhra pradesh,cowpea(lobia),rabi       ,anantapur,236.5714286,137.7142857,0.641428571,nan,nan
404,andhra pradesh,cowpea(lobia),rabi       ,chittoor,54.875,50.625,0.8025,nan,nan
405,andhra pradesh,cowpea(lobia),rabi       ,east godavari,123.875,97.75,0.71625,nan,nan
406,andhra pradesh,cowpea(lobia),rabi       ,guntur,22.0,19.0,0.86,nan,nan
407,andhra pradesh,cowpea(lobia),rabi       ,kadapa,834.8888889,258.875,0.355555556,nan,nan
408,andhra pradesh,cowpea(lobia),rabi       ,karimnagar,2729.5,3279.0,1.9,nan,nan
409,andhra pradesh,cowpea(lobia),rabi       ,khammam,2201.5,1957.5,0.9,nan,nan
410,andhra pradesh,cowpea(lobia),rabi       ,krishna,14.0,7.0,0.5,nan,nan
411,andhra pradesh,cowpea(lobia),rabi       ,kurnool,20.16666667,15.16666667,0.761666667,nan,nan
412,andhra pradesh,cowpea(lobia),rabi       ,mahbubnagar,41.0,33.0,0.8,nan,nan
413,andhra pradesh,cowpea(lobia),rabi       ,medak,832.0,764.5,0.9,nan,nan
414,andhra pradesh,cowpea(lobia),rabi       ,nalgonda,2123.0,1496.5,0.735,nan,nan
415,andhra pradesh,cowpea(lobia),rabi       ,prakasam,6403.555556,5436.0,0.853333333,nan,nan
416,andhra pradesh,cowpea(lobia),rabi       ,rangareddi,210.0,167.0,0.8,nan,nan
417,andhra pradesh,cowpea(lobia),rabi       ,spsr nellore,100.75,83.0,0.8225,nan,nan
418,andhra pradesh,cowpea(lobia),rabi       ,visakhapatanam,469.7777778,288.2222222,0.521111111,nan,nan
419,andhra pradesh,cowpea(lobia),rabi       ,vizianagaram,1.0,1.0,1.0,nan,nan
420,andhra pradesh,cowpea(lobia),rabi       ,warangal,1726.5,1079.0,0.65,nan,nan
421,andhra pradesh,cowpea(lobia),rabi       ,west godavari,193.625,123.375,0.52,nan,nan
422,andhra pradesh,dry chillies,kharif     ,adilabad,5734.533333,5561.666667,1.039333333,nan,nan
423,andhra pradesh,dry chillies,kharif     ,anantapur,3283.818182,8543.727273,2.777272727,nan,nan
424,andhra pradesh,dry chillies,kharif     ,chittoor,446.4,802.1333333,2.216666667,nan,nan
425,andhra pradesh,dry chillies,kharif     ,east godavari,559.2380952,2103.52381,3.99952381,nan,nan
426,andhra pradesh,dry chillies,kharif     ,guntur,59527.09091,272953.0,4.517272727,nan,nan
427,andhra pradesh,dry chillies,kharif     ,hyderabad,1500.0,3100.0,2.07,nan,nan
428,andhra pradesh,dry chillies,kharif     ,kadapa,2140.090909,5115.090909,3.262272727,nan,nan
429,andhra pradesh,dry chillies,kharif     ,karimnagar,7133.466667,12860.0,1.779333333,nan,nan
430,andhra pradesh,dry chillies,kharif     ,khammam,17857.6,69713.4,3.838,nan,nan
431,andhra pradesh,dry chillies,kharif     ,krishna,9695.363636,42392.45455,4.275454545,nan,nan
432,andhra pradesh,dry chillies,kharif     ,kurnool,13687.27273,39708.59091,2.680909091,nan,nan
433,andhra pradesh,dry chillies,kharif     ,mahbubnagar,7884.6,17651.13333,2.351333333,nan,nan
434,andhra pradesh,dry chillies,kharif     ,medak,4265.533333,3813.2,0.938,nan,nan
435,andhra pradesh,dry chillies,kharif     ,nalgonda,6276.733333,13823.0,2.188666667,nan,nan
436,andhra pradesh,dry chillies,kharif     ,nizamabad,1238.571429,2991.714286,2.497857143,nan,nan
437,andhra pradesh,dry chillies,kharif     ,prakasam,17882.36364,51460.90909,2.69,nan,nan
438,andhra pradesh,dry chillies,kharif     ,rangareddi,1493.933333,3272.533333,2.427333333,nan,nan
439,andhra pradesh,dry chillies,kharif     ,spsr nellore,153.6875,484.0625,3.903125,nan,nan
440,andhra pradesh,dry chillies,kharif     ,srikakulam,38.72222222,164.6111111,4.221666667,nan,nan
441,andhra pradesh,dry chillies,kharif     ,visakhapatanam,666.6818182,2222.590909,3.116363636,nan,nan
442,andhra pradesh,dry chillies,kharif     ,vizianagaram,214.0,839.85,4.1025,nan,nan
443,andhra pradesh,dry chillies,kharif     ,warangal,15874.73333,39901.06667,2.542666667,nan,nan
444,andhra pradesh,dry chillies,kharif     ,west godavari,176.8461538,698.5384615,3.761538462,nan,nan
445,andhra pradesh,dry chillies,rabi       ,adilabad,512.3076923,1481.692308,2.97,nan,nan
446,andhra pradesh,dry chillies,rabi       ,anantapur,121.6470588,309.0588235,2.438235294,nan,nan
447,andhra pradesh,dry chillies,rabi       ,chittoor,2235.863636,5333.590909,2.472727273,nan,nan
448,andhra pradesh,dry chillies,rabi       ,east godavari,1185.47619,4066.952381,3.13,nan,nan
449,andhra pradesh,dry chillies,rabi       ,guntur,1795.636364,8385.227273,3.860909091,nan,nan
450,andhra pradesh,dry chillies,rabi       ,kadapa,184.45,453.5,2.479,nan,nan
451,andhra pradesh,dry chillies,rabi       ,karimnagar,1298.5,3455.8,2.782,nan,nan
452,andhra pradesh,dry chillies,rabi       ,khammam,8358.733333,30367.4,3.592,nan,nan
453,andhra pradesh,dry chillies,rabi       ,krishna,1171.181818,3722.136364,3.522272727,nan,nan
454,andhra pradesh,dry chillies,rabi       ,kurnool,531.6363636,1196.0,2.368636364,nan,nan
455,andhra pradesh,dry chillies,rabi       ,mahbubnagar,1366.785714,3721.357143,2.928571429,nan,nan
456,andhra pradesh,dry chillies,rabi       ,medak,1389.142857,4081.285714,3.042142857,nan,nan
457,andhra pradesh,dry chillies,rabi       ,nalgonda,1464.4,4319.933333,2.998666667,nan,nan
458,andhra pradesh,dry chillies,rabi       ,nizamabad,1275.733333,3955.533333,3.108666667,nan,nan
459,andhra pradesh,dry chillies,rabi       ,prakasam,6243.318182,25129.36364,3.853636364,nan,nan
460,andhra pradesh,dry chillies,rabi       ,rangareddi,631.2857143,1738.357143,2.903571429,nan,nan
461,andhra pradesh,dry chillies,rabi       ,spsr nellore,1955.545455,7481.227273,4.257272727,nan,nan
462,andhra pradesh,dry chillies,rabi       ,srikakulam,2349.181818,8090.954545,3.588181818,nan,nan
463,andhra pradesh,dry chillies,rabi       ,visakhapatanam,1720.181818,3061.272727,1.859545455,nan,nan
464,andhra pradesh,dry chillies,rabi       ,vizianagaram,1551.318182,2361.590909,1.459090909,nan,nan
465,andhra pradesh,dry chillies,rabi       ,warangal,9630.933333,25613.73333,2.622,nan,nan
466,andhra pradesh,dry chillies,rabi       ,west godavari,2800.909091,5535.545455,2.184545455,nan,nan
467,andhra pradesh,dry chillies,whole year ,adilabad,8980.0,7549.0,0.84,nan,nan
468,andhra pradesh,dry chillies,whole year ,anantapur,5199.0,5759.0,1.11,nan,nan
469,andhra pradesh,dry chillies,whole year ,chittoor,3370.0,4968.0,1.47,nan,nan
470,andhra pradesh,dry chillies,whole year ,east godavari,1825.0,3246.0,1.78,nan,nan
471,andhra pradesh,dry chillies,whole year ,guntur,59256.0,111260.0,1.88,nan,nan
472,andhra pradesh,dry chillies,whole year ,kadapa,6246.0,8282.0,1.33,nan,nan
473,andhra pradesh,dry chillies,whole year ,karimnagar,12036.0,23096.0,1.92,nan,nan
474,andhra pradesh,dry chillies,whole year ,khammam,25372.0,80055.0,3.16,nan,nan
475,andhra pradesh,dry chillies,whole year ,krishna,12985.0,38332.0,2.95,nan,nan
476,andhra pradesh,dry chillies,whole year ,kurnool,13207.0,18601.0,1.41,nan,nan
477,andhra pradesh,dry chillies,whole year ,mahbubnagar,14251.0,17035.0,1.2,nan,nan
478,andhra pradesh,dry chillies,whole year ,medak,10045.0,9923.0,0.99,nan,nan
479,andhra pradesh,dry chillies,whole year ,nalgonda,10315.0,22522.0,2.18,nan,nan
480,andhra pradesh,dry chillies,whole year ,nizamabad,2931.0,6026.0,2.06,nan,nan
481,andhra pradesh,dry chillies,whole year ,prakasam,25519.0,38806.0,1.52,nan,nan
482,andhra pradesh,dry chillies,whole year ,rangareddi,3621.0,3685.0,1.02,nan,nan
483,andhra pradesh,dry chillies,whole year ,spsr nellore,3652.0,7692.0,2.11,nan,nan
484,andhra pradesh,dry chillies,whole year ,srikakulam,3249.0,5269.0,1.62,nan,nan
485,andhra pradesh,dry chillies,whole year ,visakhapatanam,4931.0,8121.0,1.65,nan,nan
486,andhra pradesh,dry chillies,whole year ,vizianagaram,3223.0,5320.0,1.65,nan,nan
487,andhra pradesh,dry chillies,whole year ,warangal,33088.0,64068.0,1.94,nan,nan
488,andhra pradesh,dry chillies,whole year ,west godavari,4488.0,6500.0,1.45,nan,nan
489,andhra pradesh,garlic,whole year ,adilabad,104.5,124.0,1.0725,nan,nan
490,andhra pradesh,garlic,whole year ,kadapa,10.0,21.0,2.1,nan,nan
491,andhra pradesh,garlic,whole year ,karimnagar,51.0,56.33333333,1.44,nan,nan
492,andhra pradesh,garlic,whole year ,medak,259.2,810.3333333,1.664,nan,nan
493,andhra pradesh,garlic,whole year ,nizamabad,159.0,200.6666667,0.856,nan,nan
494,andhra pradesh,garlic,whole year ,srikakulam,1.0,2.0,2.0,nan,nan
495,andhra pradesh,ginger,kharif     ,east godavari,16.0,42.0,2.63,nan,nan
496,andhra pradesh,ginger,kharif     ,kadapa,1.5,3.5,2.25,nan,nan
497,andhra pradesh,ginger,kharif     ,krishna,30.66666667,190.5,4.748333333,nan,nan
